1 	60 
2 	60 
3 	60 
4 	60 
5 	30 
6 	30 
7 	30 
8 	30 
9 	60 
10 	60 
11 	30 
12 	30 
13 	60 
14 	60 
15 	60 
16 	60
17 	60 
18 	60 
19 	60 
20 	60 
21 	60 
22 	30 
23 	30 
24 	60 
25 	60 
26 	60 
27 	60 
28 	60 
29 	60 
30 	60 
31 	60 
32 	60 
33 	60 
34 	60 
35 	60 
36 	60 
37 	60 
38 	60 
39 	60 
40 	60 
41 	60
42 	60 
43 	60 
44 	60 
45 	60 
46 	60
47 	60
48 	60 
49 	60 
50 	60 
51 	60 
52 	60 
53 	60
